step,loss,loss_comm,loss_sens,BER,RMSE_tau_samples,RMSE_v,RMSE_a,g_theta,accept_rate,resid_improve
0,0.9302302010294243,0.9299540404247255,0.00022975091997068375,0.11098432540893555,0.026384562937242784,0.0,0.0,0.6992917656898499,1.0,7.228766711494513e-05
1,0.9271388870148075,0.9263673336063948,0.0006714045885019004,0.13810491561889648,0.038685396032411834,0.5023501515388489,0.05292046070098877,0.7136207818984985,1.0,0.0001135767405470453
2,0.925346573812017,0.9237424234424865,0.0014144419692456722,0.20429182052612305,0.05266966116718175,1.0088824033737183,0.09892361611127853,0.6831957697868347,1.0,0.0002935231553469405
3,0.9226886335341565,0.9211231203112707,0.001463569700717926,0.1547541618347168,0.03630660876108305,1.547235131263733,0.15354666113853455,0.6947861909866333,1.0,0.00010006521756961061
4,137.12562802765754,0.9174771457728923,136.20809936523438,0.09644651412963867,0.02058863279516543,2.02144455909729,0.20601899921894073,0.7020530700683594,1.0,6.70620752423699e-05
5,0.9845086692200617,0.9156120642926304,0.06881870329380035,0.1323847770690918,0.02309493091559589,2.5031566619873047,0.2516339123249054,0.7166051268577576,1.0,9.835757793666885e-05
6,294.7894418544137,0.9112445130203487,293.87811279296875,0.09291315078735352,0.01912253124944363,2.9692320823669434,0.30428045988082886,0.7141758799552917,1.0,9.401087012953509e-05
7,427.6328597498988,0.9085148900677771,426.7242431640625,0.09809160232543945,0.01719914575343262,3.5779497623443604,0.3465341031551361,0.7026047706604004,1.0,7.36914714633361e-05
8,550.0469396266121,0.9048388252845136,549.1419067382812,0.14551830291748047,0.03927361907907212,4.058846950531006,0.40939438343048096,0.6739246845245361,1.0,0.00019502722380059453
9,1.000137616785404,0.9028609213344032,0.09709541499614716,0.13223648071289062,0.02548124471840607,4.541926860809326,0.448283314704895,0.7169556617736816,1.0,0.00014278425862110998
10,1.570562408764924,0.9000352787487982,0.6703214049339294,0.12683343887329102,0.022301140968628008,4.992739200592041,0.5008271336555481,0.7441664338111877,1.0,0.0001818573655277321
11,982.6764388589139,0.8960740391988298,981.7801513671875,0.09860038757324219,0.019726915413686985,5.427098751068115,0.5577675104141235,0.7007891535758972,1.0,0.0001401961500813574
12,0.9698037655655709,0.8947848060090975,0.07474938035011292,0.1592569351196289,0.024854189886736044,6.005643844604492,0.5833687782287598,0.7058940529823303,1.0,0.00021303738325953916
13,2.4985913655016385,0.8898302668001316,1.6084659099578857,0.09895133972167969,0.020490781380694267,6.400060176849365,0.6745010614395142,0.7444491386413574,1.0,0.00020801913941711575
14,1716.0620959087403,0.88707409714802,1715.1746826171875,0.10068893432617188,0.017737265649298006,7.1732306480407715,0.7076866626739502,0.709476888179779,1.0,0.00018017921296715016
15,1948.4698913951656,0.8838401891776989,1947.585693359375,0.09696483612060547,0.018299814788513835,7.643792152404785,0.7269720435142517,0.6889241933822632,1.0,0.00026383909411861295
16,22.804159210690646,0.8811959886675469,21.92251968383789,0.10459566116333008,0.01689099272776662,8.15088176727295,0.7875038981437683,0.7308275103569031,1.0,0.00024192637699566052
17,0.9483362468984478,0.8782204104448237,0.06961673498153687,0.1379690170288086,0.029361584778092586,8.687173843383789,0.8256507515907288,0.7106819152832031,1.0,0.00041213018116305203
18,0.8933398166723301,0.8748100719117311,0.0179754626005888,0.16864871978759766,0.041819976301371575,9.002986907958984,0.879305899143219,0.7163095474243164,1.0,0.000613132687637886
19,24.57604939376037,0.8711605182223545,23.704299926757812,0.09057188034057617,0.021688705519051776,9.401347160339355,0.9657768607139587,0.7070576548576355,1.0,0.00038800945430391396
20,0.9340607122056848,0.868068846269018,0.06530602276325226,0.19403314590454102,0.05389821401691197,9.668896675109863,1.0072654485702515,0.7192646265029907,1.0,0.001064527314831451
21,1.0006036305489476,0.8650214166768353,0.13484279811382294,0.11513137817382812,0.03203325408748792,10.428492546081543,1.073643684387207,0.6914982199668884,1.0,0.0007351402137795489
22,1.0124162134662178,0.8618856518360694,0.14975468814373016,0.10380125045776367,0.029411286774083667,11.20628547668457,1.0965656042099,0.7167593836784363,1.0,0.0006301526501215859
23,4672.436874406598,0.8598204746483702,4671.576171875,0.09929466247558594,0.01763833436946305,11.83838176727295,1.1534842252731323,0.7046442031860352,1.0,0.0006158162482028332
24,21.54287935511341,0.8567071958993728,20.685256958007812,0.09817361831665039,0.01847830916057447,12.33024787902832,1.1839840412139893,0.7248258590698242,1.0,0.0005827219794522615
25,5.0372709346171085,0.852966419368013,4.183245658874512,0.09616661071777344,0.026976957993862793,12.76866626739502,1.2354742288589478,0.7213892340660095,1.0,0.0009286938490439045
26,5599.671250326902,0.8498045870739335,5598.8203125,0.08940410614013672,0.02525651779730631,12.960115432739258,1.3149487972259521,0.7136573791503906,1.0,0.0008650037950279675
27,1.4829101351933198,0.8470854053884389,0.6345785856246948,0.10581207275390625,0.029678603324923003,14.110429763793945,1.3802975416183472,0.7377889752388,1.0,0.0010338482072174344
28,34.96318864583081,0.8453825896656746,34.116424560546875,0.1148519515991211,0.020042639423123454,14.195796012878418,1.4062774181365967,0.7351586818695068,1.0,0.0009943627254549968
29,1.263014281404808,0.841247133797638,0.42050454020500183,0.19331073760986328,0.053823967852140164,14.960356712341309,1.4664106369018555,0.6872913241386414,1.0,0.0020626826315498594
30,7694.611873103134,0.8389223187143298,7693.771484375,0.09633636474609375,0.016678950972084938,15.192535400390625,1.5249419212341309,0.7138141989707947,1.0,0.001072888320394847
