snr_db,method,mc_idx,seed,ber,rmse_tau_init,rmse_tau_final,improvement,success_rate
10,proposed_tau_slice,0,1100,0.1015930250287056,0.30299382558865473,0.07385275314762685,4.102674744876773,0.9765625
10,proposed,0,1100,0.10069173574447632,0.30299382558865473,0.07385275314762685,4.102674744876773,0.9765625
10,oracle_sync,0,1100,0.09890341013669968,0.30299382558865473,0.0,3029938255.886547,1.0
10,random_init,1,2100,0.4029683768749237,0.3254719137568978,2.0291698708072983,0.16039658306742466,0.0546875
10,proposed_no_update,1,2100,0.16803589463233948,0.3254719137568978,0.3254719137568978,0.9999999996927538,0.234375
10,proposed_tau_slice,1,2100,0.0976664274930954,0.3254719137568978,0.04651676895640372,6.996872748454394,0.97265625
10,proposed,1,2100,0.09806722402572632,0.3254719137568978,0.04651676895640372,6.996872748454394,0.97265625
10,oracle_sync,1,2100,0.09619548171758652,0.3254719137568978,0.0,3254719137.5689783,1.0
10,random_init,2,3100,0.3929850459098816,0.2768033384590786,2.072094781313833,0.13358623405740638,0.04296875
10,proposed_no_update,2,3100,0.14781087636947632,0.2768033384590786,0.2768033384590786,0.9999999996387327,0.265625
10,proposed_tau_slice,2,3100,0.09606730937957764,0.2768033384590786,0.0371701673749372,7.446922014696848,0.984375
10,proposed,2,3100,0.09650065749883652,0.2768033384590786,0.0371701673749372,7.446922014696848,0.984375
10,oracle_sync,2,3100,0.0959065780043602,0.2768033384590786,0.0,2768033384.590786,1.0
10,random_init,3,4100,0.41636762022972107,0.31421396073960034,2.141476648523019,0.1467277081641967,0.03125
10,proposed_no_update,3,4100,0.17340496182441711,0.31421396073960034,0.31421396073960034,0.9999999996817455,0.2734375
10,proposed_tau_slice,3,4100,0.10849609971046448,0.31421396073960034,0.08917516995414153,3.523558862280044,0.96875
10,proposed,3,4100,0.11020711809396744,0.31421396073960034,0.08917516995414153,3.523558862280044,0.96875
10,oracle_sync,3,4100,0.10831096023321152,0.31421396073960034,0.0,3142139607.3960032,1.0
10,random_init,4,5100,0.41575929522514343,0.3120561018763427,1.9786070060085703,0.15771504948326232,0.0390625
10,proposed_no_update,4,5100,0.15828858315944672,0.3120561018763427,0.3120561018763427,0.9999999996795448,0.296875
10,proposed_tau_slice,4,5100,0.09548136591911316,0.3120561018763427,0.09911141208494985,3.1485385486589674,0.96875
10,proposed,4,5100,0.09588216990232468,0.3120561018763427,0.09911141208494985,3.1485385486589674,0.96875
10,oracle_sync,4,5100,0.09280803054571152,0.3120561018763427,0.0,3120561018.763427,1.0
10,random_init,5,6100,0.39521893858909607,0.28313565085385023,1.8780699712685294,0.150758840283002,0.05078125
10,proposed_no_update,5,6100,0.15006715059280396,0.28313565085385023,0.28313565085385023,0.9999999996468124,0.2734375
10,proposed_tau_slice,5,6100,0.09640300273895264,0.28313565085385023,0.03128888328348161,9.049081342523284,0.984375
10,proposed,5,6100,0.09601441025733948,0.28313565085385023,0.03128888328348161,9.049081342523284,0.984375
10,oracle_sync,5,6100,0.09529012441635132,0.28313565085385023,0.0,2831356508.538502,1.0
10,random_init,6,7100,0.3987386226654053,0.286661995697063,2.02517319833919,0.14154937262550912,0.05078125
10,proposed_no_update,6,7100,0.15593262016773224,0.286661995697063,0.286661995697063,0.999999999651157,0.23828125
10,proposed_tau_slice,6,7100,0.1028137281537056,0.286661995697063,0.026730038790791857,10.724338893341987,0.9921875
10,proposed,6,7100,0.10199178755283356,0.286661995697063,0.026730038790791857,10.724338893341987,0.9921875
10,oracle_sync,6,7100,0.10167236626148224,0.286661995697063,0.0,2866619956.97063,1.0
10,random_init,7,8100,0.40200603008270264,0.3106907542763206,1.915445431875158,0.16220287411474013,0.0234375
10,proposed_no_update,7,8100,0.15461020171642303,0.3106907542763206,0.3106907542763206,0.9999999996781365,0.21484375
10,proposed_tau_slice,7,8100,0.09323934465646744,0.3106907542763206,0.07551965039333725,4.114038561443441,0.9765625
10,proposed,7,8100,0.09280192852020264,0.3106907542763206,0.07551965039333725,4.114038561443441,0.9765625
10,oracle_sync,7,8100,0.08977864682674408,0.3106907542763206,0.0,3106907542.763206,1.0
10,random_init,8,9100,0.37929487228393555,0.3069302431357254,2.0138860244005126,0.15240695819012437,0.05859375
10,proposed_no_update,8,9100,0.16228842735290527,0.3069302431357254,0.3069302431357254,0.9999999996741931,0.265625
10,proposed_tau_slice,8,9100,0.09533285349607468,0.3069302431357254,0.030265507228107908,10.141255516000419,0.98828125
10,proposed,8,9100,0.09605509787797928,0.3069302431357254,0.030265507228107908,10.141255516000419,0.98828125
10,oracle_sync,8,9100,0.09596354514360428,0.3069302431357254,0.0,3069302431.357254,1.0
10,random_init,9,10100,0.4130289852619171,0.309342267097845,2.0101582743546627,0.1538895076218646,0.03125
10,proposed_no_update,9,10100,0.16915690898895264,0.309342267097845,0.309342267097845,0.9999999996767335,0.24609375
10,proposed_tau_slice,9,10100,0.10220947861671448,0.309342267097845,0.030368940588188606,10.18613952570817,0.98828125
10,proposed,9,10100,0.10410156846046448,0.309342267097845,0.030368940588188606,10.18613952570817,0.98828125
10,oracle_sync,9,10100,0.10357056558132172,0.309342267097845,0.0,3093422670.97845,1.0
15,random_init,0,1150,0.40154218673706055,0.317959835509285,2.037551757557356,0.15604994293487517,0.03515625
15,proposed_no_update,0,1150,0.16180624067783356,0.317959835509285,0.317959835509285,0.9999999996854948,0.2578125
15,proposed_tau_slice,0,1150,0.09427287429571152,0.317959835509285,0.09116779042046919,3.4876334470110475,0.984375
15,proposed,0,1150,0.09590454399585724,0.317959835509285,0.09116779042046919,3.4876334470110475,0.984375
15,oracle_sync,0,1150,0.09304606914520264,0.317959835509285,0.0,3179598355.09285,1.0
15,random_init,1,2150,0.40213626623153687,0.3009111154242014,1.9894368568788239,0.1512544187409736,0.0546875
15,proposed_no_update,1,2150,0.18313193321228027,0.3009111154242014,0.3009111154242014,0.9999999996676759,0.3046875
15,proposed_tau_slice,1,2150,0.12820842862129211,0.3009111154242014,0.03881215645021718,7.753011998569751,0.9765625
15,proposed,1,2150,0.13048096001148224,0.3009111154242014,0.03881215645021718,7.753011998569751,0.9765625
15,oracle_sync,1,2150,0.12988892197608948,0.3009111154242014,0.0,3009111154.242014,1.0
15,random_init,2,3150,0.39217936992645264,0.30530595045099285,1.791527961525889,0.170416514277519,0.04296875
15,proposed_no_update,2,3150,0.17348837852478027,0.30530595045099285,0.30530595045099285,0.9999999996724597,0.2578125
15,proposed_tau_slice,2,3150,0.1220194548368454,0.30530595045099285,0.056405532521592625,5.412695107396584,0.98046875
15,proposed,2,3150,0.12069296091794968,0.30530595045099285,0.056405532521592625,5.412695107396584,0.98046875
15,oracle_sync,2,3150,0.11830241233110428,0.30530595045099285,0.0,3053059504.509928,1.0
15,random_init,3,4150,0.4159444272518158,0.2909270312328301,2.0573790836840806,0.14140662434350018,0.03125
15,proposed_no_update,3,4150,0.1728515774011612,0.2909270312328301,0.2909270312328301,0.9999999996562712,0.296875
15,proposed_tau_slice,3,4150,0.1167806014418602,0.2909270312328301,0.02608584329981209,11.152678745089982,0.984375
15,proposed,3,4150,0.11843262612819672,0.2909270312328301,0.02608584329981209,11.152678745089982,0.984375
15,oracle_sync,3,4150,0.11819865554571152,0.2909270312328301,0.0,2909270312.328301,1.0
15,random_init,4,5150,0.4046427607536316,0.2940678874512671,2.0200435183553838,0.14557502586683116,0.05859375
15,proposed_no_update,4,5150,0.1609700620174408,0.2940678874512671,0.2940678874512671,0.9999999996599425,0.2421875
15,proposed_tau_slice,4,5150,0.1045023649930954,0.2940678874512671,0.0271474853961229,10.832232970278767,0.99609375
15,proposed,4,5150,0.10496826469898224,0.2940678874512671,0.0271474853961229,10.832232970278767,0.99609375
15,oracle_sync,4,5150,0.1045634001493454,0.2940678874512671,0.0,2940678874.512671,1.0
15,random_init,5,6150,0.4128011167049408,0.3033371319786166,1.9755269598824183,0.15354745246367899,0.0390625
15,proposed_no_update,5,6150,0.16832073032855988,0.3033371319786166,0.3033371319786166,0.9999999996703338,0.265625
15,proposed_tau_slice,5,6150,0.11146850883960724,0.3033371319786166,0.031161979343620496,9.734206151038201,0.96875
15,proposed,5,6150,0.1105550155043602,0.3033371319786166,0.031161979343620496,9.734206151038201,0.96875
15,oracle_sync,5,6150,0.10979004204273224,0.3033371319786166,0.0,3033371319.786166,1.0
15,random_init,6,7150,0.4125366508960724,0.311588908054596,1.848415917869796,0.1685707772939053,0.0234375
15,proposed_no_update,6,7150,0.16989339888095856,0.311588908054596,0.311588908054596,0.9999999996790643,0.2578125
15,proposed_tau_slice,6,7150,0.10584310442209244,0.311588908054596,0.0261547663595313,11.913274337077745,0.98828125
15,proposed,6,7150,0.1049804762005806,0.311588908054596,0.0261547663595313,11.913274337077745,0.98828125
15,oracle_sync,6,7150,0.10439249873161316,0.311588908054596,0.0,3115889080.54596,1.0
15,random_init,7,8150,0.4034668207168579,0.3115666707451389,1.9467873599647731,0.16004144938293235,0.0390625
15,proposed_no_update,7,8150,0.16712647676467896,0.3115666707451389,0.3115666707451389,0.9999999996790414,0.2109375
15,proposed_tau_slice,7,8150,0.10595297068357468,0.3115666707451389,0.027703322294149315,11.246545317284358,0.99609375
15,proposed,7,8150,0.10686442255973816,0.3115666707451389,0.027703322294149315,11.246545317284358,0.99609375
15,oracle_sync,7,8150,0.10677286982536316,0.3115666707451389,0.0,3115666707.451389,1.0
15,random_init,8,9150,0.4125203788280487,0.3076419098766513,1.9932607613808713,0.15434102543015601,0.02734375
15,proposed_no_update,8,9150,0.16935425996780396,0.3076419098766513,0.3076419098766513,0.9999999996749467,0.22265625
15,proposed_tau_slice,8,9150,0.11008301377296448,0.3076419098766513,0.04629903902976558,6.644671588418966,0.984375
15,proposed,8,9150,0.11190389841794968,0.3076419098766513,0.04629903902976558,6.644671588418966,0.984375
15,oracle_sync,8,9150,0.11026611924171448,0.3076419098766513,0.0,3076419098.766513,1.0
15,random_init,9,10150,0.38915205001831055,0.2891499654008331,1.929002133927973,0.1498961355719475,0.06640625
15,proposed_no_update,9,10150,0.1598612517118454,0.2891499654008331,0.2891499654008331,0.9999999996541586,0.3046875
15,proposed_tau_slice,9,10150,0.1111653670668602,0.2891499654008331,0.08361290138499779,3.4581979606665576,0.98046875
15,proposed,9,10150,0.11030477285385132,0.2891499654008331,0.08361290138499779,3.4581979606665576,0.98046875
15,oracle_sync,9,10150,0.10854696482419968,0.2891499654008331,0.0,2891499654.008331,1.0
20,random_init,0,1200,0.4006042778491974,0.3160135675974447,2.07395063625903,0.1523727527826937,0.03515625
20,proposed_no_update,0,1200,0.17990520596504211,0.3160135675974447,0.3160135675974447,0.9999999996835579,0.26171875
20,proposed_tau_slice,0,1200,0.12035726755857468,0.3160135675974447,0.025264474113355487,12.508218652355383,0.98828125
20,proposed,0,1200,0.12029623240232468,0.3160135675974447,0.025264474113355487,12.508218652355383,0.98828125
20,oracle_sync,0,1200,0.12012533098459244,0.3160135675974447,0.0,3160135675.974447,1.0
20,random_init,1,2200,0.39540815353393555,0.31429241340856573,1.9625863756382937,0.1601419521167999,0.04296875
20,proposed_no_update,1,2200,0.17192994058132172,0.31429241340856573,0.31429241340856573,0.999999999681825,0.2578125
20,proposed_tau_slice,1,2200,0.11600342392921448,0.31429241340856573,0.03337610832829527,9.416688410027994,0.984375
