method,latency_mean_ms,latency_std_ms
adjoint_slice,1.376962661743164,0.009839035321448465
matched_filter,32.58013725280762,0.057642887407919875
proposed_no_update,7.074689865112305,0.22536449065281247
proposed,14.339041709899902,0.07854233568116027
