adc_bits,snr_db,method,mc_idx,seed,ber,rmse_tau_init,rmse_tau_final,improvement,success_rate
3,15.0,proposed,7,7030,0.10142415761947632,0.2956186837881248,0.29453078074235056,1.0036936816677118,0.265625
3,15.0,oracle_sync,7,7030,0.015130615793168545,0.2956186837881248,0.0,2956186837.8812475,1.0
3,15.0,naive_slice,8,8030,0.5005635619163513,0.29778101880801155,0.29778101880801155,0.9999999996641827,0.2734375
3,15.0,adjoint_slice,8,8030,0.09272868186235428,0.29778101880801155,0.29778101880801155,0.9999999996641827,0.2734375
3,15.0,proposed,8,8030,0.09349162131547928,0.29778101880801155,0.29625534064875186,1.0051498752913743,0.26953125
3,15.0,oracle_sync,8,8030,0.00834350660443306,0.29778101880801155,0.0,2977810188.0801153,1.0
3,15.0,naive_slice,9,9030,0.4945923089981079,0.31570759297979417,0.31570759297979417,0.9999999996832512,0.27734375
3,15.0,adjoint_slice,9,9030,0.10205689072608948,0.31570759297979417,0.31570759297979417,0.9999999996832512,0.27734375
3,15.0,proposed,9,9030,0.10265707224607468,0.31570759297979417,0.3142168677519424,1.004744255577502,0.265625
3,15.0,oracle_sync,9,9030,0.00845947302877903,0.31570759297979417,0.0,3157075929.7979417,1.0
4,15.0,naive_slice,0,40,0.5146810412406921,0.2926923165567392,0.2926923165567392,0.9999999996583443,0.22265625
4,15.0,adjoint_slice,0,40,0.07176513969898224,0.2926923165567392,0.2926923165567392,0.9999999996583443,0.22265625
4,15.0,proposed,0,40,0.07193197309970856,0.2926923165567392,0.2906647550050432,1.0069756013279398,0.19921875
4,15.0,oracle_sync,0,40,4.882812936557457e-05,0.2926923165567392,0.0,2926923165.567392,1.0
4,15.0,naive_slice,1,1040,0.49750572443008423,0.30264632934466595,0.30264632934466595,0.9999999996695813,0.2734375
4,15.0,adjoint_slice,1,1040,0.07628174126148224,0.30264632934466595,0.30264632934466595,0.9999999996695813,0.2734375
4,15.0,proposed,1,1040,0.07553914934396744,0.30264632934466595,0.30020483114949853,1.0081327741629125,0.265625
4,15.0,oracle_sync,1,1040,3.0517578125e-05,0.30264632934466595,0.0,3026463293.4466596,1.0
4,15.0,naive_slice,2,2040,0.5056478381156921,0.2773662584893018,0.2773662584893018,0.9999999996394658,0.28515625
4,15.0,adjoint_slice,2,2040,0.0665283203125,0.2773662584893018,0.2773662584893018,0.9999999996394658,0.28515625
4,15.0,proposed,2,2040,0.06544189900159836,0.2773662584893018,0.275177909212226,1.0079524885647444,0.265625
4,15.0,oracle_sync,2,2040,4.2724612285383046e-05,0.2773662584893018,0.0,2773662584.893018,1.0
4,15.0,naive_slice,3,3040,0.5127705931663513,0.31441442226607597,0.31441442226607597,0.9999999996819484,0.27734375
4,15.0,adjoint_slice,3,3040,0.08753052353858948,0.31441442226607597,0.31441442226607597,0.9999999996819484,0.27734375
4,15.0,proposed,3,3040,0.08625081926584244,0.31441442226607597,0.31125594778854354,1.0101475149276935,0.265625
4,15.0,oracle_sync,3,3040,7.324219041038305e-05,0.31441442226607597,0.0,3144144222.6607594,1.0
4,15.0,naive_slice,4,4040,0.48851117491722107,0.3020536281823128,0.3020536281823128,0.9999999996689329,0.25390625
4,15.0,adjoint_slice,4,4040,0.0757039412856102,0.3020536281823128,0.3020536281823128,0.9999999996689329,0.25390625
4,15.0,proposed,4,4040,0.07505900412797928,0.3020536281823128,0.2990993952184691,1.0098770940700101,0.24609375
4,15.0,oracle_sync,4,4040,6.91731838742271e-05,0.3020536281823128,0.0,3020536281.8231277,1.0
4,15.0,naive_slice,5,5040,0.5074626207351685,0.30168645523590626,0.30168645523590626,0.99999999966853,0.2890625
4,15.0,adjoint_slice,5,5040,0.07802124321460724,0.30168645523590626,0.30168645523590626,0.99999999966853,0.2890625
4,15.0,proposed,5,5040,0.0768127515912056,0.30168645523590626,0.29778214260447233,1.0131113051171394,0.2734375
4,15.0,oracle_sync,5,5040,0.00010986328561557457,0.30168645523590626,0.0,3016864552.3590627,1.0
4,15.0,naive_slice,6,6040,0.5065938830375671,0.2805451777217576,0.2805451777217576,0.9999999996435511,0.34375
4,15.0,adjoint_slice,6,6040,0.0767415389418602,0.2805451777217576,0.2805451777217576,0.9999999996435511,0.34375
4,15.0,proposed,6,6040,0.0778503492474556,0.2805451777217576,0.278646648360622,1.0068133934918075,0.3046875
4,15.0,oracle_sync,6,6040,0.0027242025826126337,0.2805451777217576,0.0,2805451777.2175756,1.0
4,15.0,naive_slice,7,7040,0.4979858696460724,0.28316331535026756,0.28316331535026756,0.9999999996468468,0.25
4,15.0,adjoint_slice,7,7040,0.06560465693473816,0.28316331535026756,0.28316331535026756,0.9999999996468468,0.25
4,15.0,proposed,7,7040,0.0653889998793602,0.28316331535026756,0.2814708639213877,1.0060128828422938,0.23046875
4,15.0,oracle_sync,7,7040,4.679362245951779e-05,0.28316331535026756,0.0,2831633153.5026755,1.0
4,15.0,naive_slice,8,8040,0.5025634765625,0.29386202483468177,0.29386202483468177,0.9999999996597042,0.2578125
4,15.0,adjoint_slice,8,8040,0.07268880307674408,0.29386202483468177,0.29386202483468177,0.9999999996597042,0.2578125
4,15.0,proposed,8,8040,0.07237549126148224,0.29386202483468177,0.29243689407696766,1.004873292960264,0.24609375
4,15.0,oracle_sync,8,8040,8.138021257764194e-06,0.29386202483468177,0.0,2938620248.3468175,1.0
4,15.0,naive_slice,9,9040,0.5085978507995605,0.2909346190848282,0.2909346190848282,0.9999999996562802,0.3046875
4,15.0,adjoint_slice,9,9040,0.07040201872587204,0.2909346190848282,0.2909346190848282,0.9999999996562802,0.3046875
4,15.0,proposed,9,9040,0.06983236223459244,0.2909346190848282,0.2878821339797014,1.0106032457168102,0.296875
4,15.0,oracle_sync,9,9040,8.138021075865254e-05,0.2909346190848282,0.0,2909346190.848282,1.0
