snr_db,method,mc_idx,seed,init_error,ber,rmse_tau_init,rmse_tau_final,improvement,success_rate
15,adjoint_slice,9,10150,0.3,0.16053061187267303,0.2891499654008331,0.2891499654008331,0.9999999996541586,0.3046875
15,proposed_no_update,9,10150,0.3,0.1598612517118454,0.2891499654008331,0.2891499654008331,0.9999999996541586,0.3046875
15,proposed,9,10150,0.3,0.11030477285385132,0.2891499654008331,0.08361290138499779,3.4581979606665576,0.98046875
15,oracle_sync,9,10150,0.3,0.10854696482419968,0.2891499654008331,0.0,2891499654.008331,1.0
20,matched_filter,0,1200,0.3,0.12067261338233948,0.3160135675974447,0.03504284887238941,9.017918829785636,0.984375
20,adjoint_slice,0,1200,0.3,0.1801452785730362,0.3160135675974447,0.3160135675974447,0.9999999996835579,0.26171875
20,proposed_no_update,0,1200,0.3,0.17990520596504211,0.3160135675974447,0.3160135675974447,0.9999999996835579,0.26171875
20,proposed,0,1200,0.3,0.12029623240232468,0.3160135675974447,0.025264474113355487,12.508218652355383,0.98828125
20,oracle_sync,0,1200,0.3,0.12012533098459244,0.3160135675974447,0.0,3160135675.974447,1.0
20,matched_filter,1,2200,0.3,0.1159668043255806,0.31429241340856573,0.032373560015091576,9.708305552161132,0.9921875
20,adjoint_slice,1,2200,0.3,0.17234905064105988,0.31429241340856573,0.31429241340856573,0.999999999681825,0.2578125
20,proposed_no_update,1,2200,0.3,0.17192994058132172,0.31429241340856573,0.31429241340856573,0.999999999681825,0.2578125
20,proposed,1,2200,0.3,0.11541545391082764,0.31429241340856573,0.03337610832829527,9.416688410027994,0.984375
20,oracle_sync,1,2200,0.3,0.11496582627296448,0.31429241340856573,0.0,3142924134.085657,1.0
20,matched_filter,2,3200,0.3,0.10802409052848816,0.29181859119517833,0.032563898569762606,8.9614144225964,0.9921875
20,adjoint_slice,2,3200,0.3,0.1601562649011612,0.29181859119517833,0.29181859119517833,0.9999999996573213,0.2265625
20,proposed_no_update,2,3200,0.3,0.15961915254592896,0.29181859119517833,0.29181859119517833,0.9999999996573213,0.2265625
20,proposed,2,3200,0.3,0.1069742888212204,0.29181859119517833,0.02539771350712553,11.489955186883684,0.984375
20,oracle_sync,2,3200,0.3,0.10654907673597336,0.29181859119517833,0.0,2918185911.951783,1.0
20,matched_filter,3,4200,0.3,0.09863485395908356,0.31008164625474927,0.032742474495363785,9.470317991745672,0.9921875
20,adjoint_slice,3,4200,0.3,0.1629842221736908,0.31008164625474927,0.31008164625474927,0.9999999996775043,0.26953125
20,proposed_no_update,3,4200,0.3,0.16368001699447632,0.31008164625474927,0.31008164625474927,0.9999999996775043,0.26953125
20,proposed,3,4200,0.3,0.09909668564796448,0.31008164625474927,0.026884785640228635,11.533722055696481,0.984375
20,oracle_sync,3,4200,0.3,0.09864909201860428,0.31008164625474927,0.0,3100816462.5474925,1.0
20,matched_filter,4,5200,0.3,0.1165364608168602,0.283032180037806,0.032127715323180046,8.809595587789575,0.9921875
20,adjoint_slice,4,5200,0.3,0.16324260830879211,0.283032180037806,0.283032180037806,0.9999999996466833,0.26171875
20,proposed_no_update,4,5200,0.3,0.16273804008960724,0.283032180037806,0.283032180037806,0.9999999996466833,0.26171875
20,proposed,4,5200,0.3,0.11567586660385132,0.283032180037806,0.02204461204363653,12.839063721949264,0.9921875
20,oracle_sync,4,5200,0.3,0.11539917439222336,0.283032180037806,0.0,2830321800.37806,1.0
20,matched_filter,5,6200,0.3,0.1195271909236908,0.30780701630483925,0.03135429210926751,9.817061544570906,0.9921875
20,adjoint_slice,5,6200,0.3,0.17445272207260132,0.30780701630483925,0.30780701630483925,0.9999999996751211,0.1953125
20,proposed_no_update,5,6200,0.3,0.17505086958408356,0.30780701630483925,0.30780701630483925,0.9999999996751211,0.1953125
20,proposed,5,6200,0.3,0.12156372517347336,0.30780701630483925,0.07928152416613822,3.8824558326044465,0.9921875
20,oracle_sync,5,6200,0.3,0.1200154721736908,0.30780701630483925,0.0,3078070163.0483923,1.0
20,matched_filter,6,7200,0.3,0.11054891347885132,0.31296572198633327,0.03416646381547525,9.160026708077904,0.98046875
20,adjoint_slice,6,7200,0.3,0.17265422642230988,0.31296572198633327,0.31296572198633327,0.9999999996804761,0.25
20,proposed_no_update,6,7200,0.3,0.17168375849723816,0.31296572198633327,0.31296572198633327,0.9999999996804761,0.25
20,proposed,6,7200,0.3,0.1095377653837204,0.31296572198633327,0.02741299191766117,11.416693288521774,0.98828125
20,oracle_sync,6,7200,0.3,0.10912679880857468,0.31296572198633327,0.0,3129657219.8633327,1.0
20,matched_filter,7,8200,0.3,0.1039123609662056,0.311720410336455,0.03524693868492518,8.843900238785423,0.9921875
20,adjoint_slice,7,8200,0.3,0.16917724907398224,0.311720410336455,0.311720410336455,0.9999999996791997,0.24609375
20,proposed_no_update,7,8200,0.3,0.1701863706111908,0.311720410336455,0.311720410336455,0.9999999996791997,0.24609375
20,proposed,7,8200,0.3,0.10519206523895264,0.311720410336455,0.031191759039849297,9.993678424446857,0.98046875
20,oracle_sync,7,8200,0.3,0.10486450791358948,0.311720410336455,0.0,3117204103.3645496,1.0
20,matched_filter,8,9200,0.3,0.11602580547332764,0.323959510852359,0.0346974995075071,9.336681735483545,0.984375
20,adjoint_slice,8,9200,0.3,0.17529094219207764,0.323959510852359,0.323959510852359,0.9999999996913195,0.21875
20,proposed_no_update,8,9200,0.3,0.17498169839382172,0.323959510852359,0.323959510852359,0.9999999996913195,0.21875
20,proposed,8,9200,0.3,0.11766154319047928,0.323959510852359,0.10177801195286604,3.183000967675478,0.98046875
20,oracle_sync,8,9200,0.3,0.11465658247470856,0.323959510852359,0.0,3239595108.52359,1.0
20,matched_filter,9,10200,0.3,0.14493206143379211,0.29342737216881926,0.031469300294898174,9.32424199097829,0.98828125
20,adjoint_slice,9,10200,0.3,0.19066773355007172,0.29342737216881926,0.29342737216881926,0.9999999996592002,0.27734375
20,proposed_no_update,9,10200,0.3,0.18889160454273224,0.29342737216881926,0.29342737216881926,0.9999999996592002,0.27734375
20,proposed,9,10200,0.3,0.1434224545955658,0.29342737216881926,0.08295802822010793,3.53705817400311,0.98046875
20,oracle_sync,9,10200,0.3,0.14219768345355988,0.29342737216881926,0.0,2934273721.6881924,1.0
25,matched_filter,0,1250,0.3,0.12847086787223816,0.3113872009408701,0.03413561303946576,9.122062629098082,0.99609375
25,adjoint_slice,0,1250,0.3,0.1824951320886612,0.3113872009408701,0.3113872009408701,0.9999999996788564,0.29296875
25,proposed_no_update,0,1250,0.3,0.1816202849149704,0.3113872009408701,0.3113872009408701,0.9999999996788564,0.29296875
25,proposed,0,1250,0.3,0.12680257856845856,0.3113872009408701,0.025682193911521635,12.124633931243354,0.99609375
25,oracle_sync,0,1250,0.3,0.1268208920955658,0.3113872009408701,0.0,3113872009.4087005,1.0
25,matched_filter,1,2250,0.3,0.10241089761257172,0.3177265862303317,0.032359552241411245,9.818633548392134,1.0
25,adjoint_slice,1,2250,0.3,0.16662192344665527,0.3177265862303317,0.3177265862303317,0.999999999685264,0.1875
25,proposed_no_update,1,2250,0.3,0.16695557534694672,0.3177265862303317,0.3177265862303317,0.999999999685264,0.1875
25,proposed,1,2250,0.3,0.10407308489084244,0.3177265862303317,0.08840892361713547,3.5938293655389195,0.98046875
25,oracle_sync,1,2250,0.3,0.10246989130973816,0.3177265862303317,0.0,3177265862.3033166,1.0
25,matched_filter,2,3250,0.3,0.10542196035385132,0.3017385273313241,0.030319124097335302,9.952085863939415,1.0
25,adjoint_slice,2,3250,0.3,0.15863241255283356,0.3017385273313241,0.3017385273313241,0.9999999996685872,0.25
25,proposed_no_update,2,3250,0.3,0.15851238369941711,0.3017385273313241,0.3017385273313241,0.9999999996685872,0.25
25,proposed,2,3250,0.3,0.10542399436235428,0.3017385273313241,0.02759028425984735,10.936405127105168,0.9921875
25,oracle_sync,2,3250,0.3,0.10512899607419968,0.3017385273313241,0.0,3017385273.313241,1.0
25,matched_filter,3,4250,0.3,0.11379598826169968,0.3171949233081728,0.03307944884797812,9.588881719493102,0.99609375
25,adjoint_slice,3,4250,0.3,0.1758626401424408,0.3171949233081728,0.3171949233081728,0.9999999996847364,0.2421875
25,proposed_no_update,3,4250,0.3,0.17586059868335724,0.3171949233081728,0.3171949233081728,0.9999999996847364,0.2421875
25,proposed,3,4250,0.3,0.11522013694047928,0.3171949233081728,0.07648471189033385,4.147167650291472,0.984375
25,oracle_sync,3,4250,0.3,0.11278076469898224,0.3171949233081728,0.0,3171949233.0817275,1.0
25,matched_filter,4,5250,0.3,0.10756225883960724,0.30470002354163767,0.0356401253909172,8.54935327372205,0.98828125
25,adjoint_slice,4,5250,0.3,0.16514892876148224,0.30470002354163767,0.30470002354163767,0.9999999996718083,0.25
25,proposed_no_update,4,5250,0.3,0.16577759385108948,0.30470002354163767,0.30470002354163767,0.9999999996718083,0.25
25,proposed,4,5250,0.3,0.10814820230007172,0.30470002354163767,0.026708790806826695,11.40822976991284,0.98828125
25,oracle_sync,4,5250,0.3,0.10796713083982468,0.30470002354163767,0.0,3047000235.4163766,1.0
25,matched_filter,5,6250,0.3,0.11534017324447632,0.29480055251947046,0.032120037943665046,9.178088522769144,0.9921875
25,adjoint_slice,5,6250,0.3,0.16912639141082764,0.29480055251947046,0.29480055251947046,0.9999999996607876,0.28125
25,proposed_no_update,5,6250,0.3,0.16922201216220856,0.29480055251947046,0.29480055251947046,0.9999999996607876,0.28125
25,proposed,5,6250,0.3,0.11570435017347336,0.29480055251947046,0.0329893621301751,8.936230729850811,0.99609375
25,oracle_sync,5,6250,0.3,0.11488444358110428,0.29480055251947046,0.0,2948005525.1947045,1.0
25,matched_filter,6,7250,0.3,0.12198486924171448,0.2662913145650948,0.03259513283784157,8.169664933501217,0.99609375
25,adjoint_slice,6,7250,0.3,0.16759644448757172,0.2662913145650948,0.2662913145650948,0.9999999996244714,0.24609375
25,proposed_no_update,6,7250,0.3,0.1689656674861908,0.2662913145650948,0.2662913145650948,0.9999999996244714,0.24609375
25,proposed,6,7250,0.3,0.12346802651882172,0.2662913145650948,0.017244520505036123,15.442082773082515,0.99609375
25,oracle_sync,6,7250,0.3,0.12337647378444672,0.2662913145650948,0.0,2662913145.650948,1.0
25,matched_filter,7,8250,0.3,0.12210693955421448,0.301020174322522,0.03283024230316325,9.168990305521417,0.99609375
25,adjoint_slice,7,8250,0.3,0.17342734336853027,0.301020174322522,0.301020174322522,0.9999999996677963,0.265625
25,proposed_no_update,7,8250,0.3,0.17326660454273224,0.301020174322522,0.301020174322522,0.9999999996677963,0.265625
25,proposed,7,8250,0.3,0.12204793840646744,0.301020174322522,0.025965562969088366,11.593053981597734,0.99609375
25,oracle_sync,7,8250,0.3,0.1218261793255806,0.301020174322522,0.0,3010201743.2252197,1.0
25,matched_filter,8,9250,0.3,0.10863648355007172,0.3128789688463365,0.03224744145961469,9.702443161821948,0.99609375
25,adjoint_slice,8,9250,0.3,0.1705932766199112,0.3128789688463365,0.3128789688463365,0.9999999996803876,0.23828125
25,proposed_no_update,8,9250,0.3,0.17114055156707764,0.3128789688463365,0.3128789688463365,0.9999999996803876,0.23828125
25,proposed,8,9250,0.3,0.10966390371322632,0.3128789688463365,0.030264387165975012,10.3381894401706,0.98828125
25,oracle_sync,8,9250,0.3,0.10918986797332764,0.3128789688463365,0.0,3128789688.4633646,1.0
25,matched_filter,9,10250,0.3,0.11150716990232468,0.29132806254067295,0.030182567873949507,9.652196022290662,0.99609375
25,adjoint_slice,9,10250,0.3,0.16358846426010132,0.29132806254067295,0.29132806254067295,0.9999999996567444,0.3046875
25,proposed_no_update,9,10250,0.3,0.16346436738967896,0.29132806254067295,0.29132806254067295,0.9999999996567444,0.3046875
25,proposed,9,10250,0.3,0.11070556938648224,0.29132806254067295,0.021457965554771065,13.576686030154852,0.9921875
25,oracle_sync,9,10250,0.3,0.11053670942783356,0.29132806254067295,0.0,2913280625.406729,1.0
